"Mapping Method","Namespace","Descriptor Name","Code Value","Short Description","Description","Length of Short Desc"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","225","Ebira","Ebira","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","226","Ekajuk","Ekajuk","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","227","Erzya","Erzya","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","228","Ewondo","Ewondo","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","229","Fang","Fang","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","230","Faroese","Faroese","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","231","Fijian","Fijian","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","232","French Creole","French Creole","13"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","233","Frisian","Frisian","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","234","Friulian","Friulian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","235","Fulfulde","Fulfulde","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","236","Galician","Galician","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","237","Gayo","Gayo","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","238","Gbandi","Gbandi","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","239","Gbaya","Gbaya","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","240","Gbii","Gbii","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","241","Gilaki","Gilaki","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","242","Gio","Gio","3"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","243","Gola","Gola","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","244","Gondi","Gondi","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","245","Gorontalo","Gorontalo","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","246","Gubu","Gubu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","247","Hawaiian","Hawaiian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","248","Herero","Herero","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","249","Illogo","Illogo","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","250","Hiri Motu","Hiri Motu","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","251","Iban","Iban","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","252","Ibibio","Ibibio","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","253","Igala","Igala","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","254","Ingush","Ingush","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","255","Irish","Irish","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","256","Izon","Izon","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","257","Jingpho","Jingpho","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","258","Kabardian","Kabardian","9"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","259","Kadara","Kadara","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","260","Kalenjin","Kalenjin","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","261","Kalmyk-Oirat","Kalmyk-Oirat","12"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","262","Karakalpak","Karakalpak","10"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","263","Karelian","Karelian","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","264","Karko","Karko","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","265","Kashmiri","Kashmiri","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","266","Karenni","Karenni","7"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","267","Kenuzi","Kenuzi","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","268","Khasi","Khasi","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","269","Khmu","Khmu","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","270","Kikuyu","Kikuyu","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","271","Kimbundu","Kimbundu","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","272","Kiribati","Kiribati","8"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","273","Kissi","Kissi","5"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","274","Kituba","Kituba","6"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","275","Klao","Klao","4"
"Core","uri://education.mn.gov/LanguageDescriptor","LanguageDescriptor","276","Kom","Kom","3"
